{'task': u'line', 'participant': u'szbese', 'dateStr': u'09_22_1909', 'notation': u'arabic', 'response_buttons': u'CD', 'range_in_instr': True, 'interactive_setting': True, 'autopilot': False, 'exp_id': u'SNARC'}
szbese SNARC arabic CD up 7 lctrl 1.95891904831
szbese SNARC arabic CD up 1 lctrl 1.53812813759
szbese SNARC arabic CD up 5 lctrl 3.81548905373
szbese SNARC arabic CD up 5 lctrl 2.51478481293
szbese SNARC arabic CD up 1 lctrl 3.1979830265
szbese SNARC arabic CD down 3 num_delete 0.907365083694
szbese SNARC arabic CD up 3 lctrl 0.619837999344
szbese SNARC arabic CD up 1 lctrl 0.616120815277
szbese SNARC arabic CD up 4 lctrl 3.50920796394
szbese SNARC arabic CD down 1 num_delete 0.829878091812
szbese SNARC arabic CD down 5 num_delete 0.617431879044
szbese SNARC arabic CD down 5 num_delete 0.510742902756
szbese SNARC arabic CD up 8 lctrl 0.560345888138
szbese SNARC arabic CD up 2 lctrl 0.576075077057
szbese SNARC arabic CD down 2 num_delete 0.805853843689
szbese SNARC arabic CD down 2 num_delete 0.48227596283
szbese SNARC arabic CD down 9 num_delete 0.389127016068
szbese SNARC arabic CD down 4 num_delete 0.41139292717
szbese SNARC arabic CD down 7 num_delete 0.457274913788
szbese SNARC arabic CD down 4 num_delete 0.580717086792
szbese SNARC arabic CD down 4 num_delete 0.563462972641
szbese SNARC arabic CD down 8 num_delete 1.1546690464
szbese SNARC arabic CD up 6 lctrl 0.61616396904
szbese SNARC arabic CD down 7 num_delete 0.565065860748
szbese SNARC arabic CD up 6 lctrl 0.4605448246
szbese SNARC arabic CD down 9 num_delete 0.503756999969
szbese SNARC arabic CD up 8 lctrl 0.513579845428
szbese SNARC arabic CD up 9 lctrl 1.1874358654
szbese SNARC arabic CD up 6 lctrl 0.575538873672
szbese SNARC arabic CD down 4 num_delete 0.517663955688
szbese SNARC arabic CD up 1 lctrl 0.711560964584
szbese SNARC arabic CD down 2 num_delete 0.511846065521
szbese SNARC arabic CD up 8 lctrl 0.497550010681
szbese SNARC arabic CD down 9 num_delete 0.523270130157
szbese SNARC arabic CD down 3 num_delete 0.979719877243
szbese SNARC arabic CD down 1 num_delete 0.529417991638
szbese SNARC arabic CD up 8 lctrl 0.562337875366
szbese SNARC arabic CD down 9 num_delete 0.5534491539
szbese SNARC arabic CD down 4 num_delete 0.568514108658
szbese SNARC arabic CD up 5 lctrl 0.488039016724
szbese SNARC arabic CD down 2 num_delete 0.633605957031
szbese SNARC arabic CD up 1 lctrl 0.550532102585
szbese SNARC arabic CD down 1 num_delete 0.598014831543
szbese SNARC arabic CD down 4 num_delete 0.412036895752
szbese SNARC arabic CD down 8 num_delete 0.385876893997
szbese SNARC arabic CD up 1 lctrl 0.464993953705
szbese SNARC arabic CD down 9 num_delete 0.459682941437
szbese SNARC arabic CD up 4 lctrl 0.591553211212
szbese SNARC arabic CD down 5 num_delete 0.525217056274
szbese SNARC arabic CD down 4 num_delete 0.509599924088
szbese SNARC arabic CD down 2 num_delete 0.623270988464
szbese SNARC arabic CD down 1 num_delete 1.30011701584
szbese SNARC arabic CD down 4 num_delete 0.619063854218
szbese SNARC arabic CD down 9 num_delete 0.44025015831
szbese SNARC arabic CD down 3 num_delete 0.364477872849
szbese SNARC arabic CD up 6 lctrl 0.516767024994
szbese SNARC arabic CD down 8 num_delete 0.781492948532
szbese SNARC arabic CD up 5 lctrl 0.460003137589
szbese SNARC arabic CD up 6 lctrl 0.815474033356
szbese SNARC arabic CD down 8 num_delete 0.467696905136
szbese SNARC arabic CD down 7 num_delete 0.463271141052
szbese SNARC arabic CD up 9 lctrl 0.651089191437
szbese SNARC arabic CD up 1 lctrl 0.542496919632
szbese SNARC arabic CD down 6 num_delete 0.486330032349
szbese SNARC arabic CD down 8 num_delete 0.536518096924
szbese SNARC arabic CD down 5 num_delete 0.416136980057
szbese SNARC arabic CD down 5 num_delete 0.390167951584
szbese SNARC arabic CD up 5 lctrl 0.684604883194
szbese SNARC arabic CD up 6 lctrl 0.463340997696
szbese SNARC arabic CD up 2 lctrl 0.554703950882
szbese SNARC arabic CD down 4 num_delete 0.569421052933
szbese SNARC arabic CD up 2 lctrl 0.528503894806
szbese SNARC arabic CD up 1 lctrl 1.16902112961
szbese SNARC arabic CD down 9 num_delete 0.622227907181
szbese SNARC arabic CD down 8 num_delete 0.578485965729
szbese SNARC arabic CD down 4 num_delete 0.417047023773
szbese SNARC arabic CD down 9 num_delete 0.414381027222
szbese SNARC arabic CD down 8 num_delete 0.468519926071
szbese SNARC arabic CD up 9 lctrl 0.512234926224
szbese SNARC arabic CD down 8 num_delete 0.498189926147
szbese SNARC arabic CD up 4 lctrl 1.21187496185
szbese SNARC arabic CD up 4 lctrl 0.69557094574
szbese SNARC arabic CD up 7 lctrl 0.600500106812
szbese SNARC arabic CD down 1 num_delete 0.5741147995
szbese SNARC arabic CD down 5 num_delete 0.612499952316
szbese SNARC arabic CD up 9 lctrl 0.561716794968
szbese SNARC arabic CD down 6 num_delete 0.545028924942
szbese SNARC arabic CD up 3 lctrl 0.657048940659
szbese SNARC arabic CD up 4 lctrl 0.620501041412
szbese SNARC arabic CD down 6 num_delete 0.440183162689
szbese SNARC arabic CD down 7 num_delete 0.452363014221
szbese SNARC arabic CD down 8 num_delete 0.487982034683
szbese SNARC arabic CD up 7 lctrl 0.45782494545
szbese SNARC arabic CD down 9 num_delete 0.465737104416
szbese SNARC arabic CD up 7 lctrl 0.5376060009
szbese SNARC arabic CD up 1 lctrl 0.449529886246
