{'task': u'line', 'participant': u'1987', 'dateStr': u'09_24_1042', 'notation': u'arabic', 'response_buttons': u'CD', 'range_in_instr': True, 'interactive_setting': True, 'autopilot': False, 'exp_id': u'SNARC'}
1987 SNARC arabic CD down 2 num_delete 5.41279602051
1987 SNARC arabic CD down 9 num_delete 0.875560045242
1987 SNARC arabic CD up 9 lctrl 0.758189916611
1987 SNARC arabic CD up 7 lctrl 1.3962790966
1987 SNARC arabic CD down 7 num_delete 5.97530198097
1987 SNARC arabic CD up 9 lctrl 0.710005044937
1987 SNARC arabic CD down 8 num_delete 0.478571891785
1987 SNARC arabic CD up 9 lctrl 0.577532052994
1987 SNARC arabic CD down 9 num_delete 5.83186912537
1987 SNARC arabic CD up 1 lctrl 0.501004934311
1987 SNARC arabic CD down 8 num_delete 0.606568098068
1987 SNARC arabic CD up 3 lctrl 0.548220157623
1987 SNARC arabic CD down 6 num_delete 0.564126014709
1987 SNARC arabic CD up 3 lctrl 0.651432037354
1987 SNARC arabic CD up 8 lctrl 0.534863948822
1987 SNARC arabic CD down 6 num_delete 0.607585191727
1987 SNARC arabic CD down 1 num_delete 1.06855297089
1987 SNARC arabic CD down 2 num_delete 0.510251998901
1987 SNARC arabic CD down 4 num_delete 0.519631147385
1987 SNARC arabic CD up 2 lctrl 0.520657062531
1987 SNARC arabic CD up 8 lctrl 0.489263057709
1987 SNARC arabic CD up 9 lctrl 0.475837945938
1987 SNARC arabic CD down 1 num_delete 0.478446006775
1987 SNARC arabic CD up 2 lctrl 0.617583036423
1987 SNARC arabic CD down 4 num_delete 0.501883983612
1987 SNARC arabic CD up 2 lctrl 0.608772039413
1987 SNARC arabic CD up 4 lctrl 0.557262182236
1987 SNARC arabic CD down 2 num_delete 0.444360017776
1987 SNARC arabic CD down 2 num_delete 0.536512851715
1987 SNARC arabic CD down 5 num_delete 0.624519109726
1987 SNARC arabic CD up 6 lctrl 0.532891988754
1987 SNARC arabic CD down 3 num_delete 0.557660102844
1987 SNARC arabic CD up 6 lctrl 0.556919813156
1987 SNARC arabic CD up 7 lctrl 0.620906829834
1987 SNARC arabic CD down 1 num_delete 0.504448890686
1987 SNARC arabic CD down 3 num_delete 0.465539932251
1987 SNARC arabic CD down 9 num_delete 0.485347986221
1987 SNARC arabic CD up 7 lctrl 0.585175991058
1987 SNARC arabic CD up 6 lctrl 0.478893041611
1987 SNARC arabic CD up 2 lctrl 0.457807064056
1987 SNARC arabic CD down 1 num_delete 0.493144035339
1987 SNARC arabic CD up 5 lctrl 0.391418933868
1987 SNARC arabic CD down 8 num_delete 0.381348133087
1987 SNARC arabic CD down 8 num_delete 0.47688794136
1987 SNARC arabic CD up 3 lctrl 0.527810811996
1987 SNARC arabic CD down 8 num_delete 0.408337116241
1987 SNARC arabic CD up 4 lctrl 0.438901901245
1987 SNARC arabic CD up 2 lctrl 0.482586145401
1987 SNARC arabic CD up 9 lctrl 0.509321928024
1987 SNARC arabic CD down 2 num_delete 0.374531030655
1987 SNARC arabic CD up 6 lctrl 0.42165517807
1987 SNARC arabic CD down 6 num_delete 0.474651098251
1987 SNARC arabic CD up 1 lctrl 0.36576294899
1987 SNARC arabic CD up 8 lctrl 0.469484090805
