{'participant':	u'jonasn'		'response_buttons':	u'CD'		'range_in_instr':	True		'dateStr':	u'05_09_1331'		'autopilot':	False		'exp_id':	u'SNARC'}
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3463869095									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4760711193									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.3603849411									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4782869816									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4784867764									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.51749897									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.6252310276									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.3565428257									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4357187748									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.471298933									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.6216840744									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.5450081825									
jonasn	SNARC	arabic	DC	up	2	lctrl	0.8226377964									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4312260151									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4398970604									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.552738905									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.4319610596									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4406189919									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.5017399788									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4785070419									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4015598297									
jonasn	SNARC	arabic	DC	down	4	lctrl	1.0135829449									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4339270592									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.3653190136									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.355463028									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.3960351944									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4013109207									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.3045048714									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.442535162									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.3490400314									
jonasn	SNARC	arabic	DC	down	5	num_separator	0.3627209663									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3260149956									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.4018659592									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4341168404									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.4813969135									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.5859911442									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.5963158607									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.479131937									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4405870438									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4373731613									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.3569331169									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.358823061									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.399420023									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.3928949833									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3981940746									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.5967619419									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4408640862									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.3990969658									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4312648773									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4012510777									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.5494179726									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.8611569405									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.5504899025									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.4415581226									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.3997359276									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.431926012									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4406599998									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4374718666									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4730639458									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.3960080147									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4399390221									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.5528731346									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.5867371559									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4423840046									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.477973938									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.4008729458									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.5877609253									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4315800667									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.5947949886									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.4387159348									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.512980938									
jonasn	SNARC	arabic	DC	down	3	lctrl	1.2898988724									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4010128975									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4331769943									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4805259705									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.3646950722									
jonasn	SNARC	arabic	DC	down	4	lctrl	1.0509459972									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.3971619606									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.3637859821									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.3153162003									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3642430305									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.3157291412									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4420921803									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4776790142									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4392092228									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.5134818554									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.362416029									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.5188920498									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4721419811									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.433743									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.3905889988									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.3958621025									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4268100262									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.3967590332									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4407730103									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3603060246									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4008491039									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.3943479061									
jonasn	SNARC	arabic	DC	up	4	lctrl	0.4336059093									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.364937067									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3551521301									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4213829041									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.5576729774									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.3595600128									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3614909649									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.440746069									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.5490188599									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4786770344									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4743368626									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.3972210884									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4025731087									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.3830230236									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4000639915									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.9735209942									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.6343429089									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4311301708									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4011690617									
jonasn	SNARC	arabic	DC	down	7	num_separator	0.3560218811									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.3580050468									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.3986589909									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4424879551									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.8647179604									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.515406847									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4417710304									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4772880077									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4389531612									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.3971569538									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4024369717									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4347150326									
jonasn	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1312'									
jonasn	SNARC	empty	DC	up	0	num_separator	0.5166888237									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3649480343									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3668820858									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3302857876									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3155641556									
jonasn	SNARC	empty	DC	down	0	lctrl	0.4534859657									
jonasn	SNARC	empty	DC	up	0	num_separator	0.2957718372									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3296041489									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3283498287									
jonasn	SNARC	empty	DC	up	0	lctrl	0.2494211197									
jonasn	SNARC	empty	DC	up	0	num_separator	0.510504961									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3325350285									
jonasn	SNARC	empty	DC	up	0	num_separator	0.4084458351									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3751239777									
jonasn	SNARC	empty	DC	down	0	lctrl	0.2879860401									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3335671425									
jonasn	SNARC	empty	DC	down	0	lctrl	0.7573959827									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3710379601									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3296790123									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3281340599									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3266029358									
jonasn	SNARC	empty	DC	up	0	num_separator	0.2983210087									
jonasn	SNARC	empty	DC	up	0	num_separator	0.4094591141									
jonasn	SNARC	empty	DC	up	0	num_separator	0.4534900188									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3731539249									
jonasn	SNARC	empty	DC	up	0	num_separator	0.2590181828									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3281269073									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3267159462									
jonasn	SNARC	empty	DC	down	0	lctrl	0.2596879005									
jonasn	SNARC	empty	DC	down	0	lctrl	0.4448058605									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3375070095									
jonasn	SNARC	empty	DC	up	0	num_separator	0.335958004									
jonasn	SNARC	empty	DC	up	0	num_separator	0.4118101597									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3667471409									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3686671257									
jonasn	SNARC	empty	DC	up	0	num_separator	0.3705749512									
jonasn	SNARC	empty	DC	down	0	lctrl	0.2774960995									
jonasn	SNARC	empty	DC	down	0	lctrl	0.3348388672									
jonasn	SNARC	empty	DC	up	0	num_separator	0.4106910229									
jonasn	SNARC	empty	DC	up	0	num_separator	0.4041490555									
jonasn	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1314'									
jonasn	SNARC	dot	CD	down	40	num_separator	0.7006909847									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4657790661									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4542028904									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3107321262									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3559610844									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3182880878									
jonasn	SNARC	dot	CD	up	45	lctrl	0.3328270912									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3196179867									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3062908649									
jonasn	SNARC	dot	CD	up	35	lctrl	0.2661418915									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4395611286									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4901971817									
jonasn	SNARC	dot	CD	down	25	num_separator	0.5442650318									
jonasn	SNARC	dot	CD	up	25	lctrl	0.5395181179									
jonasn	SNARC	dot	CD	down	40	num_separator	0.5069599152									
jonasn	SNARC	dot	CD	up	25	lctrl	0.8863089085									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3311901093									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3455131054									
jonasn	SNARC	dot	CD	up	10	lctrl	0.2431979179									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3618779182									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3134191036									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3631649017									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3670730591									
jonasn	SNARC	dot	CD	down	45	num_separator	0.8750109673									
jonasn	SNARC	dot	CD	down	30	num_separator	0.6955590248									
jonasn	SNARC	dot	CD	down	10	num_separator	0.4722919464									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3052930832									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3046300411									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3267309666									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3639109135									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3809669018									
jonasn	SNARC	dot	CD	down	20	num_separator	0.6291689873									
jonasn	SNARC	dot	CD	down	40	num_separator	0.735394001									
jonasn	SNARC	dot	CD	up	30	lctrl	0.349905014									
jonasn	SNARC	dot	CD	up	45	lctrl	0.3399682045									
jonasn	SNARC	dot	CD	down	45	num_separator	0.6007781029									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3052508831									
jonasn	SNARC	dot	CD	down	35	num_separator	0.4066810608									
jonasn	SNARC	dot	CD	up	15	lctrl	0.4775829315									
jonasn	SNARC	dot	CD	up	15	lctrl	0.4004769325									
jonasn	SNARC	dot	CD	up	20	lctrl	0.4318399429									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3861880302									
jonasn	SNARC	dot	CD	down	15	num_separator	0.3259210587									
jonasn	SNARC	dot	CD	up	15	lctrl	0.5177891254									
jonasn	SNARC	dot	CD	up	30	lctrl	0.5751841068									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4299662113									
jonasn	SNARC	dot	CD	down	30	num_separator	0.6598119736									
jonasn	SNARC	dot	CD	down	5	num_separator	0.4441640377									
jonasn	SNARC	dot	CD	up	20	lctrl	0.7116830349									
jonasn	SNARC	dot	CD	up	20	lctrl	0.399381876									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4861810207									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4241499901									
jonasn	SNARC	dot	CD	up	15	lctrl	0.5102880001									
jonasn	SNARC	dot	CD	up	25	lctrl	0.4200289249									
jonasn	SNARC	dot	CD	down	20	num_separator	0.400947094									
jonasn	SNARC	dot	CD	down	10	num_separator	0.5113670826									
jonasn	SNARC	dot	CD	up	5	lctrl	0.5259261131									
jonasn	SNARC	dot	CD	down	35	num_separator	0.5445711613									
jonasn	SNARC	dot	CD	down	45	num_separator	0.4515810013									
jonasn	SNARC	dot	CD	down	15	num_separator	0.5141022205									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3125920296									
jonasn	SNARC	dot	CD	up	30	lctrl	0.5431220531									
jonasn	SNARC	dot	CD	down	20	num_separator	0.4719879627									
jonasn	SNARC	dot	CD	down	15	num_separator	0.5117800236									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3608720303									
jonasn	SNARC	dot	CD	down	35	num_separator	1.7807099819									
jonasn	SNARC	dot	CD	down	15	lctrl	1.0172460079									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4259901047									
jonasn	SNARC	dot	CD	down	5	num_separator	0.2909839153									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3634200096									
jonasn	SNARC	dot	CD	down	15	num_separator	0.341340065									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3550219536									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3173818588									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3428931236									
jonasn	SNARC	dot	CD	down	20	num_separator	0.4338011742									
jonasn	SNARC	dot	CD	up	40	lctrl	0.4831578732									
jonasn	SNARC	dot	CD	up	40	num_separator	0.5758578777									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3938279152									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3982319832									
jonasn	SNARC	dot	CD	up	45	lctrl	0.3304419518									
jonasn	SNARC	dot	CD	down	45	num_separator	0.4870018959									
jonasn	SNARC	dot	CD	down	5	num_separator	0.9118340015									
jonasn	SNARC	dot	CD	up	45	lctrl	1.1113269329									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3989729881									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3484230042									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3232450485									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3881759644									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3811528683									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3990628719									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3806128502									
jonasn	SNARC	dot	CD	up	20	lctrl	0.4741740227									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3704161644									
jonasn	SNARC	dot	CD	up	15	lctrl	0.361148119									
jonasn	SNARC	dot	CD	down	10	num_separator	0.5131590366									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3889949322									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3942809105									
jonasn	SNARC	dot	CD	down	35	num_separator	0.4255759716									
jonasn	SNARC	dot	CD	up	35	lctrl	0.5781681538									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3445439339									
jonasn	SNARC	dot	CD	up	25	lctrl	0.423801899									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4971539974									
jonasn	SNARC	dot	CD	up	35	lctrl	0.6177539825									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3876390457									
jonasn	SNARC	dot	CD	down	5	num_separator	0.4812090397									
jonasn	SNARC	dot	CD	down	35	num_separator	0.4587869644									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3926489353									
jonasn	SNARC	dot	CD	up	25	lctrl	0.4642708302									
jonasn	SNARC	dot	CD	up	15	lctrl	0.5922920704									
jonasn	SNARC	dot	CD	up	10	lctrl	0.6249608994									
jonasn	SNARC	dot	CD	up	40	lctrl	0.4209780693									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3909430504									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4231181145									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3041710854									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3648838997									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3558208942									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4350700378									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3159511089									
jonasn	SNARC	dot	CD	up	5	lctrl	0.2875659466									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3205709457									
jonasn	SNARC	dot	CD	up	35	num_separator	0.4241790771									
jonasn	SNARC	dot	CD	up	5	lctrl	0.405205965									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3562459946									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3194789886									
jonasn	SNARC	dot	CD	down	15	num_separator	0.5499491692									
jonasn	SNARC	dot	CD	down	20	num_separator	0.5561480522									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4103958607									
jonasn	SNARC	dot	CD	up	20	lctrl	0.7015640736									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3890030384									
jonasn	SNARC	dot	CD	down	5	num_separator	0.4061841965									
jonasn	SNARC	dot	CD	up	5	lctrl	0.439002037									
jonasn	SNARC	dot	CD	down	45	lctrl	0.41238904									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3121910095									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3106818199									
jonasn	SNARC	dot	CD	down	35	num_separator	0.463835001									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4254291058									
jonasn	SNARC	dot	CD	down	35	num_separator	0.3837029934									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3495180607									
jonasn	SNARC	dot	CD	down	40	num_separator	0.2739429474									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3591480255									
jonasn	SNARC	dot	CD	up	45	lctrl	0.3761880398									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3150498867									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3260991573									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3119339943									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3222968578									
jonasn	SNARC	dot	CD	down	5	lctrl	0.2699120045									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3542349339									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3829548359									
jonasn	SNARC	dot	CD	up	25	lctrl	0.4269230366									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3968279362									
jonasn	SNARC	dot	CD	down	5	num_separator	0.402135849									
jonasn	SNARC	dot	CD	up	25	lctrl	0.422563076									
jonasn	SNARC	dot	CD	down	10	num_separator	0.4312150478									
jonasn	SNARC	dot	CD	up	30	lctrl	0.8920538425									
jonasn	SNARC	dot	CD	down	35	num_separator	0.6235101223									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4858810902									
jonasn	SNARC	dot	CD	up	25	lctrl	0.4238979816									
jonasn	SNARC	dot	CD	down	25	num_separator	0.6528148651									
jonasn	SNARC	dot	CD	down	10	num_separator	0.7341489792									
jonasn	SNARC	dot	CD	up	5	lctrl	0.5638549328									
jonasn	SNARC	dot	CD	up	5	lctrl	0.4818201065									
jonasn	SNARC	dot	CD	up	5	lctrl	0.4433221817									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4292120934									
jonasn	SNARC	dot	CD	up	35	lctrl	0.5025570393									
jonasn	SNARC	dot	CD	down	15	num_separator	0.402905941									
jonasn	SNARC	dot	CD	down	20	num_separator	0.4342498779									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3684129715									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3458938599									
jonasn	SNARC	dot	CD	up	10	lctrl	0.5020399094									
jonasn	SNARC	dot	CD	down	5	num_separator	0.4787828922									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4016978741									
jonasn	SNARC	dot	CD	down	15	num_separator	0.549890995									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3510370255									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3805930614									
jonasn	SNARC	dot	CD	up	35	lctrl	0.5018689632									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4281690121									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3854849339									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3143541813									
jonasn	SNARC	dot	CD	up	25	num_separator	0.506169796									
jonasn	SNARC	dot	CD	up	45	lctrl	0.3702449799									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3714790344									
jonasn	SNARC	dot	CD	up	30	lctrl	0.311822176									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3103911877									
jonasn	SNARC	dot	CD	up	45	lctrl	0.2970719337									
jonasn	SNARC	dot	CD	up	5	lctrl	0.2915489674									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3916327953									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3583409786									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3089709282									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3847608566									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4018900394									
jonasn	SNARC	dot	CD	down	35	num_separator	0.3844130039									
jonasn	SNARC	dot	CD	down	10	num_separator	0.4015650749									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3563649654									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3733658791									
jonasn	SNARC	dot	CD	up	35	lctrl	0.5055980682									
jonasn	SNARC	dot	CD	down	5	num_separator	0.7530591488									
jonasn	SNARC	dot	CD	up	35	lctrl	0.305232048									
jonasn	SNARC	dot	CD	up	30	lctrl	0.6517601013									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3596811295									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3450760841									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3738670349									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3522558212									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3532879353									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3901410103									
jonasn	SNARC	dot	CD	down	15	num_separator	0.3567371368									
jonasn	SNARC	dot	CD	down	15	lctrl	0.3199398518									
jonasn	SNARC	dot	CD	down	25	num_separator	0.384043932									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3119828701									
jonasn	SNARC	dot	CD	up	20	lctrl	0.360147953									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3511099815									
jonasn	SNARC	dot	CD	down	25	num_separator	0.3530380726									
jonasn	SNARC	dot	CD	up	10	lctrl	0.509567976									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4241349697									
jonasn	SNARC	dot	CD	down	35	num_separator	1.1556630135									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3798182011									
jonasn	SNARC	dot	CD	down	35	num_separator	0.462471962									
jonasn	SNARC	dot	CD	down	45	num_separator	0.4509489536									
jonasn	SNARC	dot	CD	up	35	lctrl	0.5402920246									
jonasn	SNARC	dot	CD	down	10	num_separator	0.4700188637									
jonasn	SNARC	dot	CD	down	35	num_separator	0.3811850548									
jonasn	SNARC	dot	CD	down	15	num_separator	0.5528512001									
jonasn	SNARC	dot	CD	down	10	num_separator	0.5094501972									
jonasn	SNARC	dot	CD	down	45	num_separator	0.5282950401									
jonasn	SNARC	dot	CD	up	40	lctrl	0.4523580074									
jonasn	SNARC	dot	CD	up	5	num_separator	0.4383938313									
jonasn	SNARC	dot	CD	down	45	num_separator	0.2957799435									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3060908318									
jonasn	SNARC	dot	CD	up	5	lctrl	0.4046771526									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3485720158									
jonasn	SNARC	dot	CD	up	30	lctrl	0.3891310692									
jonasn	SNARC	dot	CD	down	20	num_separator	0.6255548									
jonasn	SNARC	dot	CD	down	20	num_separator	0.8208470345									
jonasn	SNARC	dot	CD	down	35	num_separator	0.5068178177									
jonasn	SNARC	dot	CD	down	40	num_separator	0.5760509968									
jonasn	SNARC	dot	CD	up	25	lctrl	0.4981901646									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3976240158									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3516590595									
jonasn	SNARC	dot	CD	up	20	lctrl	0.4694521427									
jonasn	SNARC	dot	CD	down	25	num_separator	0.4201729298									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3784089088									
jonasn	SNARC	dot	CD	down	25	num_separator	0.4224390984									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3806109428									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3700778484									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4265041351									
jonasn	SNARC	dot	CD	up	10	lctrl	0.4351861477									
jonasn	SNARC	dot	CD	down	25	lctrl	0.420276165									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3784770966									
jonasn	SNARC	dot	CD	down	25	num_separator	0.345097065									
