{'participant':	u'jonasn'		'response_buttons':	u'CD'		'range_in_instr':	True		'dateStr':	u'05_09_1331'		'autopilot':	False		'exp_id':	u'SNARC'}
jonasn	SNARC_only	DC	7	lctrl	0.3876738548											
jonasn	SNARC_only	DC	4	lctrl	0.3813109398											
jonasn	SNARC_only	DC	8	num_separator	0.5025789738											
jonasn	SNARC_only	DC	1	lctrl	0.3469460011											
jonasn	SNARC_only	DC	7	lctrl	0.3830192089											
jonasn	SNARC_only	DC	5	lctrl	0.4610099792											
jonasn	SNARC_only	DC	5	lctrl	0.4227049351											
jonasn	SNARC_only	DC	5	lctrl	0.3035128117											
jonasn	SNARC_only	DC	9	num_separator	0.429885149											
jonasn	SNARC_only	DC	9	lctrl	0.4268200397											
jonasn	SNARC_only	DC	5	lctrl	0.5784649849											
jonasn	SNARC_only	DC	2	num_separator	0.5771009922											
jonasn	SNARC_only	DC	2	num_separator	0.4596891403											
jonasn	SNARC_only	DC	7	lctrl	1.1174800396											
jonasn	SNARC_only	DC	7	lctrl	0.4202129841											
jonasn	SNARC_only	DC	3	lctrl	0.428866148											
jonasn	SNARC_only	DC	2	num_separator	0.5031650066											
jonasn	SNARC_only	DC	3	lctrl	0.6614918709											
jonasn	SNARC_only	DC	1	lctrl	0.4618029594											
jonasn	SNARC_only	DC	3	lctrl	0.4621229172											
jonasn	SNARC_only	DC	4	num_separator	0.4237000942											
jonasn	SNARC_only	DC	9	lctrl	0.8846819401											
jonasn	SNARC_only	DC	3	lctrl	1.6215400696											
jonasn	SNARC_only	DC	6	num_separator	0.3914778233											
jonasn	SNARC_only	DC	6	num_separator	0.3333559036											
jonasn	SNARC_only	DC	1	lctrl	0.4499499798											
jonasn	SNARC_only	DC	1	lctrl	0.3460080624											
jonasn	SNARC_only	DC	2	lctrl	0.3866128922											
jonasn	SNARC_only	DC	5	lctrl	0.4693670273											
jonasn	SNARC_only	DC	6	num_separator	0.508245945											
jonasn	SNARC_only	DC	9	num_separator	0.4615540504											
jonasn	SNARC_only	DC	7	lctrl	0.4232470989											
jonasn	SNARC_only	DC	7	lctrl	0.3042070866											
jonasn	SNARC_only	DC	4	num_separator	0.4562389851											
jonasn	SNARC_only	DC	4	num_separator	0.352191925											
jonasn	SNARC_only	DC	7	lctrl	0.6904771328											
jonasn	SNARC_only	DC	8	num_separator	0.4284141064											
jonasn	SNARC_only	DC	2	num_separator	0.8509221077											
jonasn	SNARC_only	DC	3	lctrl	0.5402607918											
jonasn	SNARC_only	DC	8	num_separator	0.4582159519											
jonasn	SNARC_only	DC	6	num_separator	0.458561182											
jonasn	SNARC_only	DC	2	num_separator	0.8069131374											
jonasn	SNARC_only	DC	1	lctrl	0.3887529373											
jonasn	SNARC_only	DC	4	num_separator	0.3823421001											
jonasn	SNARC_only	DC	7	lctrl	0.5810270309											
jonasn	SNARC_only	DC	5	lctrl	0.8889780045											
jonasn	SNARC_only	DC	2	num_separator	0.5431730747											
jonasn	SNARC_only	DC	2	num_separator	0.6544940472											
jonasn	SNARC_only	DC	3	lctrl	0.5052340031											
jonasn	SNARC_only	DC	2	num_separator	0.4197480679											
jonasn	SNARC_only	DC	8	num_separator	0.428483963											
jonasn	SNARC_only	DC	1	lctrl	0.3481099606											
jonasn	SNARC_only	DC	6	num_separator	0.3500449657											
jonasn	SNARC_only	DC	3	lctrl	0.6612892151											
jonasn	SNARC_only	DC	4	num_separator	0.482585907											
jonasn	SNARC_only	DC	6	num_separator	0.5368580818											
jonasn	SNARC_only	DC	4	num_separator	0.4278109074											
jonasn	SNARC_only	DC	1	lctrl	0.4635090828											
jonasn	SNARC_only	DC	6	num_separator	0.5024449825											
jonasn	SNARC_only	DC	5	lctrl	0.5062241554											
jonasn	SNARC_only	DC	4	num_separator	0.416187048											
jonasn	SNARC_only	DC	7	lctrl	0.4250149727											
jonasn	SNARC_only	DC	2	num_separator	0.5379729271											
jonasn	SNARC_only	DC	7	lctrl	0.8157339096											
jonasn	SNARC_only	DC	6	num_separator	0.5018620491											
jonasn	SNARC_only	DC	7	lctrl	0.4281990528											
jonasn	SNARC_only	DC	7	lctrl	0.5410740376											
jonasn	SNARC_only	DC	7	lctrl	0.5363650322											
jonasn	SNARC_only	DC	9	num_separator	0.3114778996											
jonasn	SNARC_only	DC	8	num_separator	0.4648060799											
jonasn	SNARC_only	DC	8	num_separator	0.9933269024											
jonasn	SNARC_only	DC	2	lctrl	0.8896501064											
jonasn	SNARC_only	DC	5	lctrl	0.3890759945											
jonasn	SNARC_only	DC	1	lctrl	0.42141819											
jonasn	SNARC_only	DC	5	lctrl	0.6574540138											
jonasn	SNARC_only	DC	2	num_separator	0.9335701466											
jonasn	SNARC_only	DC	5	lctrl	0.656771183											
jonasn	SNARC_only	DC	3	lctrl	0.7008280754											
jonasn	SNARC_only	DC	9	num_separator	0.5819149017											
jonasn	SNARC_only	DC	7	lctrl	0.5032701492											
jonasn	SNARC_only	DC	6	num_separator	0.5410780907											
jonasn	SNARC_only	DC	4	num_separator	0.6137740612											
jonasn	SNARC_only	DC	9	lctrl	0.925235033											
jonasn	SNARC_only	DC	2	num_separator	0.7373929024											
jonasn	SNARC_only	DC	4	num_separator	1.1114969254											
jonasn	SNARC_only	DC	7	lctrl	0.6194148064											
jonasn	SNARC_only	DC	9	lctrl	0.6988251209											
jonasn	SNARC_only	DC	8	num_separator	0.6185588837											
jonasn	SNARC_only	DC	6	num_separator	0.9686899185											
jonasn	SNARC_only	DC	2	num_separator	1.081797123											
jonasn	SNARC_only	DC	4	num_separator	0.9614109993											
jonasn	SNARC_only	DC	4	num_separator	0.4676530361											
jonasn	SNARC_only	DC	7	lctrl	0.5066342354											
jonasn	SNARC_only	DC	2	num_separator	0.8466038704											
jonasn	SNARC_only	DC	6	num_separator	0.6134078503											
jonasn	SNARC_only	DC	1	lctrl	0.6154870987											
jonasn	SNARC_only	DC	9	lctrl	0.6562070847											
jonasn	SNARC_only	DC	1	lctrl	0.3909080029											
jonasn	SNARC_only	DC	9	lctrl	0.5391459465											
jonasn	SNARC_only	DC	3	lctrl	0.6622979641											
jonasn	SNARC_only	DC	1	lctrl	0.3853571415											
jonasn	SNARC_only	DC	7	lctrl	0.545347929											
jonasn	SNARC_only	DC	6	num_separator	0.4889800549											
jonasn	SNARC_only	DC	6	num_separator	0.7363989353											
jonasn	SNARC_only	DC	1	lctrl	0.5048539639											
jonasn	SNARC_only	DC	8	num_separator	1.397949934											
jonasn	SNARC_only	DC	7	lctrl	0.894179821											
jonasn	SNARC_only	DC	6	num_separator	0.49340415											
jonasn	SNARC_only	DC	3	lctrl	0.3810360432											
jonasn	SNARC_only	DC	3	lctrl	0.3864810467											
jonasn	SNARC_only	DC	1	lctrl	0.4303619862											
jonasn	SNARC_only	DC	7	lctrl	0.3886539936											
jonasn	SNARC_only	DC	5	lctrl	0.536962986											
jonasn	SNARC_only	DC	6	num_separator	0.3893430233											
jonasn	SNARC_only	DC	8	num_separator	0.4216828346											
jonasn	SNARC_only	DC	8	num_separator	0.3921029568											
jonasn	SNARC_only	DC	3	lctrl	0.424020052											
jonasn	SNARC_only	DC	9	lctrl	0.5756809711											
jonasn	SNARC_only	DC	2	num_separator	0.4971389771											
jonasn	SNARC_only	DC	4	num_separator	0.4103062153											
jonasn	SNARC_only	DC	2	num_separator	0.4695689678											
jonasn	SNARC_only	DC	7	lctrl	0.3539249897											
jonasn	SNARC_only	DC	3	lctrl	0.4987149239											
jonasn	SNARC_only	DC	2	num_separator	0.5798068047											
jonasn	SNARC_only	DC	9	lctrl	0.501224041											
jonasn	SNARC_only	DC	6	num_separator	0.4663078785											
jonasn	SNARC_only	DC	8	num_separator	0.6986870766											
jonasn	SNARC_only	DC	9	lctrl	1.0437579155											
jonasn	SNARC_only	DC	4	num_separator	1.1636431217											
jonasn	SNARC_only	DC	1	lctrl	0.4698019028											
jonasn	SNARC_only	DC	5	lctrl	0.4970288277											
jonasn	SNARC_only	DC	5	lctrl	0.4620580673											
jonasn	SNARC_only	DC	2	num_separator	0.5397379398											
jonasn	SNARC_only	DC	8	num_separator	0.4308979511											
jonasn	SNARC_only	DC	6	num_separator	0.5052359104											
jonasn	SNARC_only	DC	3	lctrl	0.5358610153											
jonasn	SNARC_only	DC	8	num_separator	0.465665102											
jonasn	SNARC_only	DC	8	num_separator	0.3886370659											
jonasn	SNARC_only	DC	5	lctrl	0.4209220409											
jonasn	SNARC_only	DC	5	lctrl	0.3910188675											
jonasn	SNARC_only	DC	5	lctrl	0.3846240044											
jonasn	SNARC_only	DC	1	lctrl	0.4673080444											
jonasn	SNARC_only	DC	6	num_separator	1.047700882											
jonasn	SNARC_only	DC	5	lctrl	0.5758311749											
jonasn	SNARC_only	DC	4	num_separator	0.6905310154											
jonasn	SNARC_only	DC	3	lctrl	1.1634850502											
jonasn	SNARC_only	DC	1	lctrl	0.5083169937											
jonasn	SNARC_only	DC	3	lctrl	0.7323048115											
jonasn	SNARC_only	DC	1	lctrl	0.3847939968											
jonasn	SNARC_only	DC	9	num_separator	0.4287648201											
jonasn	SNARC_only	DC	5	lctrl	0.5031468868											
jonasn	SNARC_only	DC	4	num_separator	0.5841650963											
jonasn	SNARC_only	DC	2	num_separator	0.6988990307											
jonasn	SNARC_only	DC	4	num_separator	0.6186749935											
jonasn	SNARC_only	DC	6	num_separator	0.5821921825											
jonasn	SNARC_only	DC	2	num_separator	0.4262290001											
jonasn	SNARC_only	DC	8	num_separator	0.3845720291											
jonasn	SNARC_only	DC	9	lctrl	0.6606149673											
jonasn	SNARC_only	DC	9	lctrl	0.8863499165											
jonasn	SNARC_only	DC	3	lctrl	0.3858220577											
jonasn	SNARC_only	DC	6	num_separator	0.7005550861											
jonasn	SNARC_only	DC	4	num_separator	0.6589369774											
jonasn	SNARC_only	DC	2	num_separator	0.459348917											
jonasn	SNARC_only	DC	3	lctrl	0.4211227894											
jonasn	SNARC_only	DC	6	num_separator	0.4297599792											
jonasn	SNARC_only	DC	7	lctrl	0.4267280102											
jonasn	SNARC_only	DC	1	lctrl	0.4623789787											
jonasn	SNARC_only	DC	8	num_separator	0.5013670921											
jonasn	SNARC_only	DC	3	lctrl	0.3891310692											
jonasn	SNARC_only	DC	3	lctrl	0.3440589905											
jonasn	SNARC_only	DC	4	num_separator	1.0808358192											
jonasn	SNARC_only	DC	3	lctrl	0.7355132103											
jonasn	SNARC_only	DC	2	num_separator	0.8133699894											
jonasn	SNARC_only	DC	4	num_separator	0.8860731125											
jonasn	SNARC_only	DC	2	lctrl	0.5402321815											
jonasn	SNARC_only	DC	1	lctrl	0.5741970539											
jonasn	SNARC_only	DC	2	num_separator	0.700717926											
jonasn	SNARC_only	DC	1	lctrl	0.3884999752											
jonasn	SNARC_only	DC	2	num_separator	0.4594612122											
jonasn	SNARC_only	DC	4	num_separator	0.8465530872											
jonasn	SNARC_only	DC	3	lctrl	0.4972629547											
jonasn	SNARC_only	DC	9	num_separator	0.423830986											
jonasn	SNARC_only	DC	9	lctrl	0.5367360115											
jonasn	SNARC_only	DC	5	lctrl	0.5051550865											
jonasn	SNARC_only	DC	6	num_separator	0.4584531784											
jonasn	SNARC_only	DC	2	num_separator	0.6521110535											
jonasn	SNARC_only	DC	6	num_separator	0.386991024											
jonasn	SNARC_only	DC	4	num_separator	0.5469760895											
jonasn	SNARC_only	DC	8	num_separator	0.4263570309											
jonasn	SNARC_only	DC	1	lctrl	0.5007121563											
jonasn	SNARC_only	DC	1	lctrl	0.4659099579											
jonasn	SNARC_only	DC	3	lctrl	0.5048391819											
jonasn	SNARC_only	DC	2	num_separator	0.5085830688											
jonasn	SNARC_only	DC	4	num_separator	0.5779280663											
jonasn	SNARC_only	DC	6	num_separator	0.6927001476											
jonasn	SNARC_only	DC	8	num_separator	0.4308338165											
jonasn	SNARC_only	DC	1	lctrl	0.5051450729											
jonasn	SNARC_only	DC	1	lctrl	0.3765640259											
jonasn	SNARC_only	DC	6	num_separator	0.4546780586											
jonasn	SNARC_only	DC	8	num_separator	0.4282450676											
jonasn	SNARC_only	DC	8	num_separator	0.3865630627											
jonasn	SNARC_only	DC	8	num_separator	0.3533248901											
jonasn	SNARC_only	DC	3	lctrl	0.377589941											
jonasn	SNARC_only	DC	5	lctrl	0.6922850609											
jonasn	SNARC_only	DC	3	num_separator	0.464550972											
jonasn	SNARC_only	DC	9	lctrl	0.7743239403											
jonasn	SNARC_only	DC	4	num_separator	0.5461499691											
jonasn	SNARC_only	DC	9	lctrl	0.5414998531											
jonasn	SNARC_only	DC	5	lctrl	0.7303450108											
jonasn	SNARC_only	DC	8	num_separator	0.4987061024											
jonasn	SNARC_only	DC	4	num_separator	0.5412971973											
jonasn	SNARC_only	DC	5	lctrl	0.5365769863											
jonasn	SNARC_only	DC	2	num_separator	0.5050289631											
jonasn	SNARC_only	DC	6	num_separator	0.5744431019											
jonasn	SNARC_only	DC	9	lctrl	0.5076670647											
jonasn	SNARC_only	DC	6	num_separator	0.6543030739											
jonasn	SNARC_only	DC	5	lctrl	0.5437970161											
jonasn	SNARC_only	DC	3	lctrl	0.4618599415											
jonasn	SNARC_only	DC	1	lctrl	0.4622070789											
jonasn	SNARC_only	DC	9	lctrl	1.0811591148											
jonasn	SNARC_only	DC	5	lctrl	1.2044198513											
jonasn	SNARC_only	DC	7	lctrl	0.8116669655											
jonasn	SNARC_only	DC	5	lctrl	0.459084034											
jonasn	SNARC_only	DC	3	lctrl	0.382076025											
jonasn	SNARC_only	DC	8	num_separator	0.3100831509											
jonasn	SNARC_only	DC	1	lctrl	0.3474888802											
jonasn	SNARC_only	DC	1	lctrl	0.3881859779											
jonasn	SNARC_only	DC	5	num_separator	0.4590790272											
jonasn	SNARC_only	DC	8	num_separator	0.3048679829											
jonasn	SNARC_only	DC	4	num_separator	0.3927049637											
jonasn	SNARC_only	DC	4	num_separator	0.3476428986											
jonasn	SNARC_only	DC	5	num_separator	0.3883190155											
jonasn	SNARC_only	DC	7	lctrl	0.382049799											
jonasn	SNARC_only	DC	1	lctrl	1.2722058296											
jonasn	SNARC_only	DC	8	num_separator	0.8088140488											
jonasn	SNARC_only	DC	4	lctrl	0.8934118748											
jonasn	SNARC_only	DC	7	lctrl	0.4538490772											
jonasn	SNARC_only	DC	7	lctrl	0.3499760628											
jonasn	SNARC_only	DC	2	num_separator	0.6226258278											
jonasn	SNARC_only	DC	7	lctrl	0.5356612206											
jonasn	SNARC_only	DC	5	lctrl	0.4267370701											
jonasn	SNARC_only	DC	6	num_separator	0.5011000633											
jonasn	SNARC_only	DC	7	lctrl	0.388846159											
jonasn	SNARC_only	DC	8	num_separator	0.4211499691											
jonasn	SNARC_only	DC	1	lctrl	0.3781619072											
jonasn	SNARC_only	DC	8	num_separator	0.4607920647											
jonasn	SNARC_only	DC	3	lctrl	0.5772521496											
jonasn	SNARC_only	DC	9	lctrl	0.4985620975											
jonasn	SNARC_only	DC	4	num_separator	0.6956739426											
jonasn	SNARC_only	DC	2	num_separator	0.5767529011											
jonasn	SNARC_only	DC	7	lctrl	0.6141381264											
jonasn	SNARC_only	DC	6	num_separator	0.6548678875											
jonasn	SNARC_only	DC	9	lctrl	0.6990909576											
jonasn	SNARC_only	DC	9	lctrl	0.4255831242											
jonasn	SNARC_only	DC	8	num_separator	0.4224720001											
jonasn	SNARC_only	DC	7	lctrl	0.3926410675											
jonasn	SNARC_only	DC	8	num_separator	0.4248850346											
jonasn	SNARC_only	DC	4	lctrl	0.3447229862											
jonasn	SNARC_only	DC	9	num_separator	0.3853518963											
jonasn	SNARC_only	DC	7	lctrl	0.4681389332											
jonasn	SNARC_only	DC	8	num_separator	0.4685459137											
jonasn	SNARC_only	DC	5	lctrl	0.4302861691											
jonasn	SNARC_only	DC	2	num_separator	0.543391943											
jonasn	SNARC_only	DC	6	num_separator	0.3453390598											
jonasn	SNARC_only	DC	8	num_separator	0.4247169495											
jonasn	SNARC_only	DC	7	lctrl	0.4990460873											
jonasn	SNARC_only	DC	8	num_separator	0.4208710194											
jonasn	SNARC_only	DC	9	lctrl	0.5456659794											
jonasn	SNARC_only	DC	7	lctrl	1.0050420761											
{'task':	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1256'									
jonasn	SNARC	dot	DC	up	20	num_separator	0.640873909									
jonasn	SNARC	dot	DC	down	10	lctrl	0.46575284									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4543361664									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3836631775									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3512539864									
jonasn	SNARC	dot	DC	up	15	num_separator	0.4037508965									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3460309505									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3480730057									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3195068836									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3450288773									
jonasn	SNARC	dot	DC	down	20	lctrl	0.4354000092									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3819129467									
jonasn	SNARC	dot	DC	up	25	num_separator	0.34947896									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4170269966									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3989551067									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3539659977									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4719929695									
jonasn	SNARC	dot	DC	up	25	num_separator	0.4041948318									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4129769802									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3699219227									
jonasn	SNARC	dot	DC	up	25	num_separator	0.5418338776									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3816289902									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4266059399									
jonasn	SNARC	dot	DC	down	5	lctrl	0.4077219963									
jonasn	SNARC	dot	DC	up	5	num_separator	0.4408068657									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3873198032									
jonasn	SNARC	dot	DC	down	25	lctrl	0.303581953									
jonasn	SNARC	dot	DC	down	25	lctrl	0.3139879704									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4016990662									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3317790031									
jonasn	SNARC	dot	DC	up	5	num_separator	0.3296329975									
jonasn	SNARC	dot	DC	up	25	num_separator	0.4602711201									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3564989567									
jonasn	SNARC	dot	DC	up	20	num_separator	0.357585907									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3487050533									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4658300877									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3620481491									
jonasn	SNARC	dot	DC	up	25	num_separator	0.5077660084									
jonasn	SNARC	dot	DC	down	40	lctrl	0.4216189384									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3688819408									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3474721909									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4148890972									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3185791969									
jonasn	SNARC	dot	DC	down	5	lctrl	0.4836711884									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3911309242									
jonasn	SNARC	dot	DC	up	30	num_separator	0.4233701229									
jonasn	SNARC	dot	DC	up	5	num_separator	0.4043569565									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4249510765									
jonasn	SNARC	dot	DC	up	45	num_separator	0.7590289116									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3483891487									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3395359516									
jonasn	SNARC	dot	DC	down	25	lctrl	0.2759258747									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3484098911									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3235449791									
jonasn	SNARC	dot	DC	up	30	num_separator	0.4650018215									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4148950577									
jonasn	SNARC	dot	DC	up	45	num_separator	0.3345501423									
jonasn	SNARC	dot	DC	up	5	num_separator	0.3324098587									
jonasn	SNARC	dot	DC	down	25	lctrl	0.3470211029									
jonasn	SNARC	dot	DC	down	5	lctrl	0.2834091187									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3828351498									
jonasn	SNARC	dot	DC	down	20	lctrl	0.2832009792									
jonasn	SNARC	dot	DC	up	10	num_separator	0.395277977									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3619840145									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4027149677									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4618718624									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4891488552									
jonasn	SNARC	dot	DC	up	30	num_separator	0.4273798466									
jonasn	SNARC	dot	DC	up	45	num_separator	0.3739271164									
jonasn	SNARC	dot	DC	up	30	num_separator	0.352394104									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3654818535									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3445589542									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3457291126									
jonasn	SNARC	dot	DC	up	20	num_separator	0.3982219696									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4186599255									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3627789021									
jonasn	SNARC	dot	DC	down	35	num_separator	0.3521058559									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4861268997									
jonasn	SNARC	dot	DC	down	45	lctrl	0.6831610203									
jonasn	SNARC	dot	DC	up	35	num_separator	0.4600050449									
jonasn	SNARC	dot	DC	down	5	lctrl	0.2898199558									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4286279678									
jonasn	SNARC	dot	DC	down	5	lctrl	0.4484140873									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4108319283									
jonasn	SNARC	dot	DC	down	20	lctrl	0.851339817									
jonasn	SNARC	dot	DC	up	5	num_separator	0.6029632092									
jonasn	SNARC	dot	DC	up	10	num_separator	0.7840588093									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3625659943									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3914630413									
jonasn	SNARC	dot	DC	up	20	lctrl	0.5507540703									
jonasn	SNARC	dot	DC	up	5	num_separator	0.5200498104									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3566119671									
jonasn	SNARC	dot	DC	up	35	num_separator	0.5409440994									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3429419994									
jonasn	SNARC	dot	DC	down	40	lctrl	0.4601268768									
jonasn	SNARC	dot	DC	up	30	num_separator	0.4612369537									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4347290993									
jonasn	SNARC	dot	DC	down	20	lctrl	0.5468189716									
jonasn	SNARC	dot	DC	down	5	lctrl	0.4000611305									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3163399696									
jonasn	SNARC	dot	DC	up	40	num_separator	0.5073959827									
jonasn	SNARC	dot	DC	up	5	num_separator	0.4733610153									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4888000488									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4655997753									
jonasn	SNARC	dot	DC	up	10	num_separator	0.5551190376									
jonasn	SNARC	dot	DC	up	5	num_separator	0.3679900169									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3699958324									
jonasn	SNARC	dot	DC	down	20	lctrl	0.360170126									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3125069141									
jonasn	SNARC	dot	DC	up	35	num_separator	0.7355988026									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3448700905									
jonasn	SNARC	dot	DC	up	45	num_separator	0.3744719028									
jonasn	SNARC	dot	DC	up	45	num_separator	0.3799061775									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4122390747									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3553638458									
jonasn	SNARC	dot	DC	up	5	num_separator	0.3682928085									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3862740994									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3520548344									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3549439907									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4224908352									
jonasn	SNARC	dot	DC	up	20	num_separator	0.387141943									
jonasn	SNARC	dot	DC	up	20	num_separator	0.392359972									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3591780663									
jonasn	SNARC	dot	DC	up	25	num_separator	0.2729439735									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3702380657									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3109109402									
jonasn	SNARC	dot	DC	down	25	lctrl	0.3482120037									
jonasn	SNARC	dot	DC	up	20	lctrl	0.3611578941									
jonasn	SNARC	dot	DC	down	30	lctrl	0.5068321228									
jonasn	SNARC	dot	DC	up	5	lctrl	0.4718389511									
jonasn	SNARC	dot	DC	down	20	lctrl	0.6647620201									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3497970104									
jonasn	SNARC	dot	DC	up	20	num_separator	0.4013690948									
jonasn	SNARC	dot	DC	up	15	num_separator	0.473238945									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4840869904									
jonasn	SNARC	dot	DC	up	45	num_separator	0.6424310207									
jonasn	SNARC	dot	DC	up	15	num_separator	0.478126049									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4548928738									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3896760941									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3950500488									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4777388573									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4276418686									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4750158787									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3344681263									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3482480049									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3234009743									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3489360809									
jonasn	SNARC	dot	DC	up	35	num_separator	0.4273850918									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3478238583									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3993489742									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4711399078									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4975268841									
jonasn	SNARC	dot	DC	down	25	lctrl	0.6180911064									
jonasn	SNARC	dot	DC	up	25	num_separator	0.4655520916									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4153749943									
jonasn	SNARC	dot	DC	up	30	num_separator	0.4241111279									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3437478542									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3843319416									
jonasn	SNARC	dot	DC	down	5	lctrl	0.5128250122									
jonasn	SNARC	dot	DC	down	30	lctrl	0.504776001									
jonasn	SNARC	dot	DC	up	25	num_separator	0.4966371059									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3834791183									
jonasn	SNARC	dot	DC	up	30	num_separator	0.6217360497									
jonasn	SNARC	dot	DC	down	5	lctrl	0.4290730953									
jonasn	SNARC	dot	DC	up	40	lctrl	0.3864660263									
jonasn	SNARC	dot	DC	up	20	num_separator	0.7399220467									
jonasn	SNARC	dot	DC	up	5	num_separator	0.2880578041									
jonasn	SNARC	dot	DC	up	20	num_separator	0.4766790867									
jonasn	SNARC	dot	DC	up	5	num_separator	0.3619029522									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4789440632									
jonasn	SNARC	dot	DC	down	30	lctrl	0.5843458176									
jonasn	SNARC	dot	DC	down	25	lctrl	0.5056600571									
jonasn	SNARC	dot	DC	down	45	lctrl	0.2924160957									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3532860279									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3426120281									
jonasn	SNARC	dot	DC	up	20	num_separator	0.3563759327									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3592801094									
