alma resp_prep 0.8 red p 0.45823097229
alma resp_prep 0.8 green q 0.360655069351
alma resp_prep 0.3 red p 0.36545419693
alma resp_prep 0.6 green q 0.424280166626
alma resp_prep 0.1 green q 0.453197956085
alma resp_prep 1.0 green q 0.408611059189
alma resp_prep 1.0 green q 0.528992176056
alma resp_prep 0.1 green q 0.429005861282
alma resp_prep 0.1 green q 0.388426065445
alma resp_prep 1.0 green q 0.423679828644
alma resp_prep 0.8 green q 0.400434970856
alma resp_prep 0.1 red p 0.388714075089
alma resp_prep 0.6 green q 0.38473200798
alma resp_prep 1.0 green q 0.344550132751
alma resp_prep 0.3 green q 0.41290307045
alma resp_prep 0.6 green q 0.352779865265
alma resp_prep 0.1 red p 0.404983043671
alma resp_prep 0.1 red p 0.397122144699
alma resp_prep 0.8 green q 0.408466100693
alma resp_prep 0.3 green q 0.349291086197
alma resp_prep 0.1 red p 0.404820919037
alma resp_prep 0.8 green q 0.376383781433
alma resp_prep 0.1 red p 0.437303066254
alma resp_prep 0.3 red p 0.363914012909
alma resp_prep 0.3 green q 0.381062030792
alma resp_prep 0.1 green q 0.421280145645
alma resp_prep 1.0 red p 0.400493860245
alma resp_prep 0.8 green q 0.36824798584
alma resp_prep 0.8 red p 0.400820970535
alma resp_prep 0.1 green q 0.413006067276
alma resp_prep 1.0 green q 0.432028055191
alma resp_prep 0.1 green q 0.420767068863
alma resp_prep 0.1 green q 0.412423849106
alma resp_prep 1.0 red p 0.32924413681
alma resp_prep 0.8 green q 0.392391204834
alma resp_prep 0.1 green q 0.365164041519
alma resp_prep 0.8 red p 0.288791894913
alma resp_prep 0.6 red p 0.345012903214
alma resp_prep 1.0 green q 0.439152956009
alma resp_prep 0.6 green q 0.36039185524
alma resp_prep 0.1 red p 0.421524047852
alma resp_prep 0.3 red p 0.301373004913
alma resp_prep 0.3 red p 0.380493164062
alma resp_prep 0.6 green q 0.48816204071
alma resp_prep 0.3 green q 0.316951990128
alma resp_prep 0.8 green q 0.393122911453
alma resp_prep 1.0 red p 0.375657081604
alma resp_prep 0.1 red p 0.36559009552
alma resp_prep 0.6 red p 0.29657793045
alma resp_prep 0.3 red p 0.341235160828
alma resp_prep 0.1 green q 0.356799840927
alma resp_prep 1.0 red p 0.336443185806
alma resp_prep 0.6 green q 0.360935926437
alma resp_prep 0.8 red p 0.384478092194
alma resp_prep 0.3 green q 0.421128034592
alma resp_prep 0.8 red p 0.384109020233
alma resp_prep 0.1 red p 0.420675992966
alma resp_prep 0.6 red p 0.35324215889
alma resp_prep 0.3 green q 0.34924197197
alma resp_prep 1.0 green q 0.415810823441
alma resp_prep 0.3 red p 0.388547897339
alma resp_prep 0.1 green q 0.412910938263
alma resp_prep 0.6 red p 0.337243080139
alma resp_prep 1.0 green q 0.336089134216
