{'task':	'line'		'participant':	''		'dateStr':	'06_01_1214'		'notation':	'arabic'		'response_buttons':	'CD'		'range_in_instr':	True		'interactive_setting':	False		'autopilot':	False		'exp_id':	'SNARC'}
zsuzsi	SNARC	arabic	CD	up	4	lctrl	0.4560121453																		
zsuzsi	SNARC	arabic	CD	down	7	num_decimal	0.4108431159																		
zsuzsi	SNARC	arabic	CD	up	2	lctrl	0.3995877435																		
zsuzsi	SNARC	arabic	CD	up	4	lctrl	0.3947078068																		
zsuzsi	SNARC	arabic	CD	up	8	lctrl	0.4324891483																		
zsuzsi	'line'		'participant':	''		'dateStr':	'06_01_1224'		'notation':	'dot'		'response_buttons':	'CD'		'range_in_instr':	True		'interactive_setting':	False		'autopilot':	False		'exp_id':	'SNARC'}
zsuzsi	SNARC	dot	CD	down	45	num_decimal	2.8519383326																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.3689708555																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.3224153783																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.5357499946																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.5939008276																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4538311202																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.7332195779																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.358062309																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4936271303																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	1.4708636432																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.393322642																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.3517069728																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.342077961																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.481242329																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4697076998																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.5724147368																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.8944576303																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.8946013215																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.7506720551																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.7447704577																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4509376269																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3944465115																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4720525156																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.9801903052																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.6195954412																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.5164864113																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3690191802																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.4053336754																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.3672730771																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.3396112643																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4269523382																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.8451455086																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.5216267881																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.4278439925																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3240481536																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.2905056985																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3090927363																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.4187824748																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3308837428																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.3553155002																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3592490432																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4583368615																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.5703051296																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3564996686																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4602057006																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3140321167																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.533039964																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.4533299122																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.3404366326																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.5005670666																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.375828255																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4523146664																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.3661633204																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.4590595933																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.5573032266																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4550802916																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.6293980798																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.5043633331																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.351172408																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.6200504629																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.4933577095																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.4221758932																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.4005653559																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.3613860201																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3876947421																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3657809994																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.4625513717																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3486663674																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.532034982																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.5375298822																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.5600431929																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3997203156																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4966720124																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4851715954																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.5754959694																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4114828833																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.4346248423																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4973083584																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.4290422734																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3787794813																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3296623687																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4313870892																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3039352535																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.6658926166																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.4512224433																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.302045887																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4820317745																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3062843458																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.3438788034																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.3906626467																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	1.5676524044																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.7588581692																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	3.5142502191																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4023259991																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.6098184617																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.6359479974																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.4320700495																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3629242842																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4471366563																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.5630816602																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3292265914																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.3753586931																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.5045309728																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3272884727																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.2933264909																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.4199743408																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3940085958																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.6832018304																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.4289229584																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.4482434195																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3403421217																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4288169008																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.3916146001																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4192413454																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.5056492826																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.2945974725																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3114555135																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3794051361																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3283901041																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4150516391																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.8939435927																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4904090491																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4990681463																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3501832489																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.4711463212																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4159018111																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.4383753502																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3265884063																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.5158560524																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.6529527231																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4895947997																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.5191943037																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.3840802275																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3657857036																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.4449256954																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.38281395																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.5234173669																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4114952851																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.2751696709																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3337455898																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.2764727265																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3321658435																		
zsuzsi	SNARC	dot	CD	up	10	num_decimal	0.368510702																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.5000453312																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.7573947442																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.5182491927																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.6456184917																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4072427138																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4303158211																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.7803806103																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.6369679475																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4879094233																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.5893912374																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.4386995103																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3796518913																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.4230397502																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.4044745227																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4307776851																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.4473996621																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.3901708469																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.3706168879																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.3098689247																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.4551957577																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.398836359																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3352552013																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3204323561																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4081548955																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3898988604																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4831928497																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.6094776231																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3821309898																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.5956623261																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.6111514529																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.5291885304																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	1.2046220626																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.4787764876																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.4807637865																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3764453568																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.4108764727																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.3791318664																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.3794739881																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.4396240938																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3484007955																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.3382320867																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.7449838562																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3429460945																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4140552098																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4633694699																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.3180174055																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.4398486111																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.4434601322																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.6087968012																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.5448658242																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	1.8346470803																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.3514533753																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.3080445613																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.3281643039																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4086120555																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3015408301																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3111014176																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.8950713109																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3913896551																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4476686552																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3534145872																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.4739384608																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3986704299																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.3214202322																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3214672739																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4651544893																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3423071825																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.3606970728																		
zsuzsi	SNARC	dot	CD	up	45	num_decimal	0.3759283256																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.5005991404																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.9974858341																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.6960288237																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.5316535163																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.7283918147																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.3522231488																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.5124951354																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.4810849531																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.6738383904																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4931879317																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.5011478178																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.5849154318																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.5192276606																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4121624222																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3600855304																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4065246863																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4608604359																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.3641726003																		
zsuzsi	SNARC	dot	CD	up	10	num_decimal	0.3311754015																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.6402441893																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3982812667																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.3860230505																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.4787504009																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3718339854																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.8136737443																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.5455958261																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	1.2210964997																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.5895156842																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.5821001988																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.5193799046																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.5079119891																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.3762464987																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.3776915346																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4017118908																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.3625603524																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.5596394894																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3722133128																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4198007142																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.4193760557																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.577533731																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4232484443																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.5265118567																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3494541022																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4540145829																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.3291055658																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4509470352																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.6036320482																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3437081703																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3399503923																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3545867812																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	1.1334962688																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.3225060406																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4872315949																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.4823349798																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.5218166655																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3372694422																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.3738794449																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.3739230654																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4220300639																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3154194197																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4098928733																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.4556122907																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.4208518828																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.5301173904																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4006726966																		
zsuzsi	SNARC	dot	CD	down	10	num_decimal	0.485948639																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.5638390318																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4355169244																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.417011568																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4663596125																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4485513289																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.6274112087																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3551512819																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.6051177112																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.7225770309																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.6498398443																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.4287997948																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.6508080484																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.5495738448																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.3269865504																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	1.1239596297																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.3882609532																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.4480073557																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3740641905																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4474531186																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3510873052																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4448559881																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4412786794																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.5000727008																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.489964291																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	1.0707592961																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	1.7676254624																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.5544187141																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.4998404857																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.4029285607																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.3531926358																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	1.1484315863																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.5542955502																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	2.1030538627																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4450274766																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3990283747																		
zsuzsi	SNARC	dot	CD	down	5	num_decimal	0.3581906045																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4946505014																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4656154981																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.5767451408																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.5270883315																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.3838300511																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3149092308																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.3466046571																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.3366253983																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3215904377																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.332868048																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.3249017469																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.3530134496																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3808309278																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.3533722496																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4346008939																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4669129942																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.4203335686																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4285419206																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4049641842																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.5104231617																		
zsuzsi	SNARC	dot	CD	up	30	lctrl	0.6185793401																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.4277640217																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4425547929																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3825184426																		
zsuzsi	SNARC	dot	CD	up	15	lctrl	0.3817007719																		
zsuzsi	SNARC	dot	CD	up	40	lctrl	0.3627177284																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.4970389378																		
zsuzsi	SNARC	dot	CD	up	45	lctrl	0.4396660038																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.5181251736																		
zsuzsi	SNARC	dot	CD	down	40	num_decimal	0.4577163385																		
zsuzsi	SNARC	dot	CD	up	20	lctrl	0.451953728																		
zsuzsi	SNARC	dot	CD	down	25	num_decimal	0.6353206321																		
zsuzsi	SNARC	dot	CD	up	10	lctrl	0.4764231188																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.4754638955																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	1.506861676																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.3860029508																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.4240904911																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.4030979109																		
zsuzsi	SNARC	dot	CD	down	20	num_decimal	0.5547313277																		
zsuzsi	SNARC	dot	CD	down	30	num_decimal	0.4612953578																		
zsuzsi	SNARC	dot	CD	down	45	num_decimal	0.4401958645																		
zsuzsi	SNARC	dot	CD	up	35	lctrl	0.5286419911																		
zsuzsi	SNARC	dot	CD	up	25	lctrl	0.3923300619																		
zsuzsi	SNARC	dot	CD	up	5	lctrl	0.3052767977																		
zsuzsi	SNARC	dot	CD	down	15	num_decimal	0.4428977697																		
zsuzsi	SNARC	dot	CD	down	35	num_decimal	0.2986426327																		
zsuzsi	'line'		'participant':	''		'dateStr':	'06_01_1232'		'notation':	'empty'		'response_buttons':	'CD'		'range_in_instr':	True		'interactive_setting':	False		'autopilot':	False		'exp_id':	'SNARC'}
zsuzsi	SNARC	empty	CD	up	0	lctrl	1.5271152735																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.2950045972																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4807761883																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4278345843																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3377851904																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.4489037142																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3471849809																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4171693715																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3971402913																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4084084932																		
