{'task':	'line'		'participant':	''		'dateStr':	'06_01_1214'		'notation':	'arabic'		'response_buttons':	'CD'		'range_in_instr':	True		'interactive_setting':	False		'autopilot':	False		'exp_id':	'SNARC'}
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3137464451																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.4412072615																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4583163342																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.5517343426																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.4500694934																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.6612915089																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3809194518																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.4364564756																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.4136070305																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3643111595																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3498060599																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3975410012																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3183877521																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3518686253																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.5271080035																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.598221823																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3387598093																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3779588171																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.469696581																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.621010114																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.3252040969																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3545290483																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3270973122																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3004956486																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3824008382																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4132208608																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.4618316335																		
zsuzsi	SNARC	empty	CD	down	0	num_decimal	0.2847661814																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3978463447																		
zsuzsi	SNARC	empty	CD	up	0	lctrl	0.3639609126																		
zsuzsi	'line'		'participant':	''		'dateStr':	'06_01_1235'		'notation':	'arabic'		'response_buttons':	'DC'		'range_in_instr':	True		'interactive_setting':	False		'autopilot':	False		'exp_id':	'SNARC'}
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.8680766353																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3956849915																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.4085440588																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3905411937																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4391139051																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.5734056066																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3879500503																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3281959501																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3841999701																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.7214505955																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.5395800457																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3733226421																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.558534009																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	2.2790369277																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4160523446																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4287745632																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.6169910406																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.4399555242																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3199627943																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4393568113																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3965710865																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4511925075																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.5182795561																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.4582111319																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.4520384031																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3787991533																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.6583218937																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4812893707																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.5189522526																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.525949922																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4120525157																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.602589005																		
zsuzsi	SNARC	arabic	DC	up	3	lctrl	0.3737203584																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.5181401416																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4816092544																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4001796138																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.5112515235																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.4053918362																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.5109128231																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.4081625933																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.4482438471																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.559019394																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5595030683																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.5243522142																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	1.0533530053																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4147082345																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.4723694058																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.5717655611																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.5421143114																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.4156884127																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3920242906																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4933889281																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	1.5944148653																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.3477627387																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4428866508																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4096846067																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.4104030619																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.4323322001																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3466807792																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4427177283																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.4587418479																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4433061774																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.4999071995																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.459309342																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4138653324																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.6679166934																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4447182843																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.6039023243																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.4526623474																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4809861655																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4308106144																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4822400411																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.440862574																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.5778300939																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.6386785554																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.375634101																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3362610388																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3990121239																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4200846751																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.5385327261																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.4549537067																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3688126242																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.3346359613																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4268847691																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.5080009408																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	1.1585151923																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.4999131867																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.4137066735																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4030102423																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4292201767																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.4447713131																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.479171638																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4325716852																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3695191054																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3817050484																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5329108132																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.8882541108																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3858464302																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3485158338																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.4246558471																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.3752197062																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.342464986																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4326182993																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4645981141																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4618594308																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4836559967																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3547334658																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.4446353198																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.7767699446																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.514234396																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5605260119																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3409540916																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.4438997584																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3629512263																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4654324631																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4577710779																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.3573793487																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3946325401																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3660149251																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.5189710694																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3381533987																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.500834349																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.5496717771																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.5864934677																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4282113456																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.3553129344																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3975717921																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3728436718																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.395544294																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.7254192058																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.5259058739																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3813120362																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4316701948																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4312211602																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.4582017234																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3250894862																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4096670729																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.3586208223																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.354982787																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3259469284																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4218696944																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4055038809																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.4162370902																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.4138567793																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.3384660124																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4012838112																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3950661791																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3711399063																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4051181389																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3685384993																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3628772425																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3401761926																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3161874827																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3105732675																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5286193256																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.3811503837																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	1.152103834																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4556507794																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	1.6513490282																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.7316317061																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	1.3098458315																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.5002386298																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4069241132																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.3831192935																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4047751619																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3902935832																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.81821327																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.4787315843																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.4436636944																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.345783993																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3319939272																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3324143093																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4251797207																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.3713866615																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3965107874																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3513691279																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4449265508																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.3287929522																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3029820173																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.3657929737																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.4388752753																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3300664999																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.324646011																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4395167533																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.3639485107																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3897607287																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.6275446361																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3948271216																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	2.5008275067																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3250796502																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3868283192																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.4074881861																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.5151906258																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.5059071567																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4901952231																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4609985674																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3255274019																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.5071931062																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.6187166164																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.539670708																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3639151539																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.3301494643																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.4990852524																		
zsuzsi	SNARC	arabic	DC	up	3	lctrl	0.4165706588																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	1.0431603482																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.5760130007																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3675938161																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.4174204033																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	1.0274911798																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3750897																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.3596685696																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4357046636																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3550743046																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.4048341779																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.6883584579																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.3308118973																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3512780379																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.4325567173																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3900168923																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.3525725404																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.5034314794																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.8601898775																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4992430559																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.3476874719																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.3557093677																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3869878333																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3295973657																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3112985652																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3854658199																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.4917039792																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3265379434																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.3526691898																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3326884342																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4079889667																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4302995702																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.5537092395																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.5828515835																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	1.4957555542																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	1.7204982146																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.5375123485																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.6654358844																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3523475955																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3336733166																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.395090983																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.5973353005																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	1.6676344432																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.5411431137																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3811508116																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	1.4406136805																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.4049085894																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.3005760472																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4148715974																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3978852609																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.419466718																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.2925588556																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4419565077																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3819458165																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.5722731841																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.356417987																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3691205338																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.3428656959																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.5000825368																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.3368712981																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4401171766																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3307028461																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.4112301409																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.317644493																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4142656146																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3584972309																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.423921141																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.3231825861																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	1.3095507516																		
zsuzsi	SNARC	arabic	DC	down	8	num_decimal	0.6386665811																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.6786131246																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.4152376676																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4056668163																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4499638634																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	1.0842427353																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4096850343																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.620739838																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.5844796544																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.518070862																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4650167853																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4820210832																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.6328616332																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4058455749																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.4404267967																		
zsuzsi	SNARC	arabic	DC	up	8	num_decimal	0.3559552677																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4022635618																		
zsuzsi	SNARC	arabic	DC	up	4	num_decimal	0.5295528899																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	2.5542386726																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.3872247525																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3384600253																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4524681934																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.7101353518																		
zsuzsi	SNARC	arabic	DC	down	2	lctrl	0.366792824																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.5145949067																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5037428101																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3581645178																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.4107122544																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.3389522526																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3849055959																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3637338295																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.444891911																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.5551068061																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.4105240875																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.6177142003																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.3560100071																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.530519811																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.3533833686																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4343635469																		
zsuzsi	SNARC	arabic	DC	down	1	lctrl	0.5655453632																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4930292728																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.4196779781																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.44020399																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.43953557																		
zsuzsi	SNARC	arabic	DC	down	6	lctrl	0.4658648192																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4100579469																		
zsuzsi	SNARC	arabic	DC	down	7	lctrl	0.4549455814																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	1.1149391666																		
zsuzsi	SNARC	arabic	DC	up	3	num_decimal	0.345267817																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.4902465413																		
zsuzsi	SNARC	arabic	DC	up	9	num_decimal	0.382377745																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4574426411																		
zsuzsi	SNARC	arabic	DC	down	9	lctrl	0.4396557402																		
zsuzsi	SNARC	arabic	DC	up	6	num_decimal	0.4231154447																		
zsuzsi	SNARC	arabic	DC	up	7	num_decimal	0.4094836102																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3735497253																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3955917634																		
zsuzsi	SNARC	arabic	DC	down	3	lctrl	0.3468963157																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4454773666																		
zsuzsi	SNARC	arabic	DC	up	1	num_decimal	0.7951384523																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4907793958																		
zsuzsi	SNARC	arabic	DC	up	5	num_decimal	0.4016019843																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.4540090234																		
zsuzsi	SNARC	arabic	DC	down	8	lctrl	0.5210421878																		
zsuzsi	SNARC	arabic	DC	down	4	lctrl	0.3886039301																		
zsuzsi	SNARC	arabic	DC	down	5	lctrl	0.3543785148																		
zsuzsi	SNARC	arabic	DC	up	2	num_decimal	0.5259503496																		
