ID_name,block,color,condition,correct_keyboard_response,number,practice,response_keyboard_response,response_time_keyboard_response,subject_nr
AYDGHZ,0,red,dot,0,4,yes,rshift,1283,1
AYDGHZ,0,red,dot,1,2,yes,lshift,2007,1
AYDGHZ,0,blue,dot,0,2,yes,lshift,905,1
AYDGHZ,0,blue,dot,0,4,yes,lshift,2212,1
AYDGHZ,0,red,dot,1,9,yes,lshift,1015,1
AYDGHZ,0,red,dot,1,6,yes,lshift,933,1
AYDGHZ,0,red,dot,1,1,yes,lshift,818,1
AYDGHZ,0,red,dot,1,3,yes,lshift,713,1
AYDGHZ,0,blue,dot,0,3,yes,lshift,754,1
AYDGHZ,0,blue,dot,0,7,yes,lshift,788,1
AYDGHZ,0,red,dot,1,8,yes,lshift,1736,1
AYDGHZ,0,blue,dot,0,8,yes,lshift,726,1
AYDGHZ,0,blue,dot,0,9,yes,lshift,1095,1
AYDGHZ,0,red,dot,1,7,yes,lshift,656,1
AYDGHZ,0,blue,dot,0,1,yes,lshift,1347,1
AYDGHZ,0,blue,dot,0,6,yes,lshift,2346,1
AYDGHZ,1,red,dot,1,7,no,lshift,835,1
AYDGHZ,1,blue,dot,0,8,no,lshift,658,1
AYDGHZ,1,red,dot,1,4,no,lshift,659,1
AYDGHZ,1,red,dot,1,6,no,lshift,603,1
AYDGHZ,1,red,dot,1,8,no,lshift,740,1
AYDGHZ,1,red,dot,1,3,no,lshift,592,1
AYDGHZ,1,red,dot,1,4,no,lshift,663,1
AYDGHZ,1,blue,dot,0,8,no,lshift,750,1
AYDGHZ,1,blue,dot,0,9,no,lshift,742,1
AYDGHZ,1,red,dot,1,8,no,lshift,714,1
AYDGHZ,1,blue,dot,0,4,no,lshift,612,1
AYDGHZ,1,blue,dot,0,7,no,lshift,775,1
AYDGHZ,1,red,dot,1,8,no,lshift,688,1
AYDGHZ,1,red,dot,1,7,no,lshift,691,1
AYDGHZ,1,red,dot,1,3,no,lshift,684,1
AYDGHZ,1,red,dot,1,7,no,lshift,736,1
AYDGHZ,1,red,dot,1,3,no,lshift,645,1
AYDGHZ,1,red,dot,1,2,no,lshift,613,1
AYDGHZ,1,blue,dot,0,6,no,lshift,1080,1
AYDGHZ,1,red,dot,1,1,no,lshift,860,1
AYDGHZ,1,blue,dot,0,8,no,lshift,800,1
AYDGHZ,1,red,dot,1,3,no,lshift,647,1
AYDGHZ,1,blue,dot,0,7,no,lshift,1364,1
AYDGHZ,1,blue,dot,0,6,no,lshift,912,1
AYDGHZ,1,blue,dot,0,9,no,lshift,757,1
AYDGHZ,1,blue,dot,0,1,no,lshift,721,1
AYDGHZ,1,blue,dot,0,8,no,lshift,584,1
AYDGHZ,1,red,dot,1,4,no,lshift,1043,1
AYDGHZ,1,blue,dot,0,2,no,lshift,820,1
AYDGHZ,1,blue,dot,0,2,no,lshift,818,1
AYDGHZ,1,red,dot,1,6,no,lshift,1131,1
AYDGHZ,1,red,dot,1,9,no,lshift,1881,1
AYDGHZ,1,blue,dot,0,3,no,lshift,695,1
AYDGHZ,1,red,dot,1,8,no,lshift,977,1
AYDGHZ,1,blue,dot,0,1,no,lshift,912,1
AYDGHZ,1,blue,dot,0,2,no,lshift,803,1
AYDGHZ,1,red,dot,1,2,no,lshift,837,1
AYDGHZ,1,blue,dot,0,9,no,lshift,930,1
AYDGHZ,1,blue,dot,0,2,no,lshift,799,1
AYDGHZ,1,blue,dot,0,4,no,lshift,773,1
AYDGHZ,1,red,dot,1,8,no,lshift,1124,1
AYDGHZ,1,blue,dot,0,1,no,lshift,1037,1
AYDGHZ,1,blue,dot,0,6,no,lshift,795,1
AYDGHZ,1,blue,dot,0,1,no,lshift,630,1
AYDGHZ,1,blue,dot,0,2,no,lshift,389,1
AYDGHZ,1,blue,dot,0,3,no,lshift,636,1
AYDGHZ,1,red,dot,1,3,no,lshift,701,1
AYDGHZ,1,blue,dot,0,8,no,lshift,793,1
AYDGHZ,1,red,dot,1,6,no,lshift,698,1
AYDGHZ,1,red,dot,1,4,no,lshift,824,1
AYDGHZ,1,red,dot,1,9,no,lshift,700,1
AYDGHZ,1,blue,dot,0,3,no,lshift,671,1
AYDGHZ,1,blue,dot,0,8,no,lshift,801,1
AYDGHZ,1,blue,dot,0,9,no,lshift,715,1
AYDGHZ,1,red,dot,1,6,no,lshift,951,1
AYDGHZ,1,red,dot,1,6,no,lshift,720,1
AYDGHZ,1,red,dot,1,2,no,lshift,591,1
AYDGHZ,1,red,dot,1,9,no,lshift,686,1
AYDGHZ,1,red,dot,1,2,no,lshift,605,1
AYDGHZ,1,blue,dot,0,1,no,lshift,648,1
AYDGHZ,1,blue,dot,0,6,no,lshift,767,1
AYDGHZ,1,red,dot,1,2,no,lshift,623,1
AYDGHZ,1,blue,dot,0,8,no,lshift,704,1
